@relation R_data_frame

@attribute alpha_0 numeric
@attribute alpha_7 numeric
@attribute alpha_14 numeric
@attribute alpha_21 numeric
@attribute alpha_28 numeric
@attribute alpha_35 numeric
@attribute alpha_42 numeric
@attribute alpha_49 numeric
@attribute alpha_56 numeric
@attribute alpha_63 numeric
@attribute alpha_70 numeric
@attribute alpha_77 numeric
@attribute alpha_84 numeric
@attribute alpha_91 numeric
@attribute alpha_98 numeric
@attribute alpha_105 numeric
@attribute alpha_112 numeric
@attribute alpha_119 numeric
@attribute elu_0 numeric
@attribute elu_30 numeric
@attribute elu_60 numeric
@attribute elu_90 numeric
@attribute elu_120 numeric
@attribute elu_150 numeric
@attribute elu_180 numeric
@attribute elu_210 numeric
@attribute elu_240 numeric
@attribute elu_270 numeric
@attribute elu_300 numeric
@attribute elu_330 numeric
@attribute elu_360 numeric
@attribute elu_390 numeric
@attribute cdc15_10 numeric
@attribute cdc15_30 numeric
@attribute cdc15_50 numeric
@attribute cdc15_70 numeric
@attribute cdc15_90 numeric
@attribute cdc15_110 numeric
@attribute cdc15_130 numeric
@attribute cdc15_150 numeric
@attribute cdc15_170 numeric
@attribute cdc15_190 numeric
@attribute cdc15_210 numeric
@attribute cdc15_230 numeric
@attribute cdc15_250 numeric
@attribute cdc15_270 numeric
@attribute cdc15_290 numeric
@attribute spo_0 numeric
@attribute spo_2 numeric
@attribute spo_5 numeric
@attribute spo_7 numeric
@attribute spo_9 numeric
@attribute spo_11 numeric
@attribute spo5_2 numeric
@attribute spo5_7 numeric
@attribute spo5_11 numeric
@attribute spo__early numeric
@attribute spo__mid numeric
@attribute heat_0 numeric
@attribute heat_10 numeric
@attribute heat_20 numeric
@attribute heat_40 numeric
@attribute heat_80 numeric
@attribute heat_160 numeric
@attribute dtt_15 numeric
@attribute dtt_30 numeric
@attribute dtt_60 numeric
@attribute dtt_120 numeric
@attribute cold_0 numeric
@attribute cold_20 numeric
@attribute cold_40 numeric
@attribute cold_160 numeric
@attribute diau_540 numeric
@attribute diau_660 numeric
@attribute diau_780 numeric
@attribute diau_900 numeric
@attribute diau_1020 numeric
@attribute diau_1140 numeric
@attribute diau_1260 numeric
@attribute class_01.01.03_level3 numeric
@attribute class_01.01.05_level3 numeric
@attribute class_01.01.06_level3 numeric
@attribute class_01.01.09_level3 numeric
@attribute class_01.01.11_level3 numeric
@attribute class_01.01.13_level3 numeric
@attribute class_01.02.02_level3 numeric
@attribute class_01.02.03_level3 numeric
@attribute class_01.02.07_level3 numeric
@attribute class_01.03.01_level3 numeric
@attribute class_01.03.04_level3 numeric
@attribute class_01.03.07_level3 numeric
@attribute class_01.03.10_level3 numeric
@attribute class_01.03.13_level3 numeric
@attribute class_01.03.16_level3 numeric
@attribute class_01.04.04_level3 numeric
@attribute class_01.05.02_level3 numeric
@attribute class_01.05.03_level3 numeric
@attribute class_01.05.05_level3 numeric
@attribute class_01.05.06_level3 numeric
@attribute class_01.05.09_level3 numeric
@attribute class_01.05.11_level3 numeric
@attribute class_01.05.13_level3 numeric
@attribute class_01.05.25_level3 numeric
@attribute class_01.06.02_level3 numeric
@attribute class_01.06.05_level3 numeric
@attribute class_01.06.06_level3 numeric
@attribute class_01.06.10_level3 numeric
@attribute class_01.07.01_level3 numeric
@attribute class_01.07.03_level3 numeric
@attribute class_01.07.04_level3 numeric
@attribute class_01.07.07_level3 numeric
@attribute class_01.20.05_level3 numeric
@attribute class_01.20.15_level3 numeric
@attribute class_01.20.17_level3 numeric
@attribute class_01.20.19_level3 numeric
@attribute class_01.20.31_level3 numeric
@attribute class_01.20.37_level3 numeric
@attribute class_02.01.03_level3 numeric
@attribute class_02.07.01_level3 numeric
@attribute class_02.11.05_level3 numeric
@attribute class_02.13.01_level3 numeric
@attribute class_02.13.03_level3 numeric
@attribute class_02.16.01_level3 numeric
@attribute class_02.16.03_level3 numeric
@attribute class_02.16.11_level3 numeric
@attribute class_02.16.13_level3 numeric
@attribute class_02.45.11_level3 numeric
@attribute class_02.45.15_level3 numeric
@attribute class_10.01.02_level3 numeric
@attribute class_10.01.03_level3 numeric
@attribute class_10.01.05_level3 numeric
@attribute class_10.01.09_level3 numeric
@attribute class_10.01.11_level3 numeric
@attribute class_10.03.01_level3 numeric
@attribute class_10.03.02_level3 numeric
@attribute class_10.03.03_level3 numeric
@attribute class_10.03.04_level3 numeric
@attribute class_10.03.05_level3 numeric
@attribute class_11.02.01_level3 numeric
@attribute class_11.02.02_level3 numeric
@attribute class_11.02.03_level3 numeric
@attribute class_11.04.01_level3 numeric
@attribute class_11.04.02_level3 numeric
@attribute class_11.04.03_level3 numeric
@attribute class_11.06.01_level3 numeric
@attribute class_11.06.02_level3 numeric
@attribute class_11.06.03_level3 numeric
@attribute class_12.01.01_level3 numeric
@attribute class_12.04.01_level3 numeric
@attribute class_12.04.02_level3 numeric
@attribute class_12.04.03_level3 numeric
@attribute class_14.07.01_level3 numeric
@attribute class_14.07.02_level3 numeric
@attribute class_14.07.03_level3 numeric
@attribute class_14.07.04_level3 numeric
@attribute class_14.07.05_level3 numeric
@attribute class_14.07.07_level3 numeric
@attribute class_14.07.09_level3 numeric
@attribute class_14.07.11_level3 numeric
@attribute class_14.13.01_level3 numeric
@attribute class_14.13.04_level3 numeric
@attribute class_16.03.01_level3 numeric
@attribute class_16.03.03_level3 numeric
@attribute class_16.13.01_level3 numeric
@attribute class_16.13.03_level3 numeric
@attribute class_16.17.07_level3 numeric
@attribute class_16.17.09_level3 numeric
@attribute class_16.19.03_level3 numeric
@attribute class_16.19.05_level3 numeric
@attribute class_16.21.05_level3 numeric
@attribute class_16.21.07_level3 numeric
@attribute class_16.21.08_level3 numeric
@attribute class_16.21.11_level3 numeric
@attribute class_16.21.15_level3 numeric
@attribute class_16.21.17_level3 numeric
@attribute class_18.01.01_level3 numeric
@attribute class_18.01.07_level3 numeric
@attribute class_18.02.01_level3 numeric
@attribute class_18.02.03_level3 numeric
@attribute class_18.02.05_level3 numeric
@attribute class_18.02.09_level3 numeric
@attribute class_20.01.01_level3 numeric
@attribute class_20.01.03_level3 numeric
@attribute class_20.01.07_level3 numeric
@attribute class_20.01.09_level3 numeric
@attribute class_20.01.10_level3 numeric
@attribute class_20.01.11_level3 numeric
@attribute class_20.01.13_level3 numeric
@attribute class_20.01.15_level3 numeric
@attribute class_20.01.17_level3 numeric
@attribute class_20.01.21_level3 numeric
@attribute class_20.01.23_level3 numeric
@attribute class_20.01.25_level3 numeric
@attribute class_20.01.26_level3 numeric
@attribute class_20.01.27_level3 numeric
@attribute class_20.03.01_level3 numeric
@attribute class_20.03.02_level3 numeric
@attribute class_20.03.22_level3 numeric
@attribute class_20.03.25_level3 numeric
@attribute class_20.09.01_level3 numeric
@attribute class_20.09.03_level3 numeric
@attribute class_20.09.04_level3 numeric
@attribute class_20.09.05_level3 numeric
@attribute class_20.09.07_level3 numeric
@attribute class_20.09.13_level3 numeric
@attribute class_20.09.14_level3 numeric
@attribute class_20.09.16_level3 numeric
@attribute class_20.09.18_level3 numeric
@attribute class_30.01.05_level3 numeric
@attribute class_30.01.09_level3 numeric
@attribute class_30.05.01_level3 numeric
@attribute class_30.05.02_level3 numeric
@attribute class_32.01.01_level3 numeric
@attribute class_32.01.03_level3 numeric
@attribute class_32.01.04_level3 numeric
@attribute class_32.01.05_level3 numeric
@attribute class_32.01.06_level3 numeric
@attribute class_32.01.07_level3 numeric
@attribute class_32.01.09_level3 numeric
@attribute class_32.01.11_level3 numeric
@attribute class_32.01.13_level3 numeric
@attribute class_32.05.01_level3 numeric
@attribute class_32.05.05_level3 numeric
@attribute class_32.07.01_level3 numeric
@attribute class_32.07.03_level3 numeric
@attribute class_32.07.07_level3 numeric
@attribute class_34.01.01_level3 numeric
@attribute class_34.01.03_level3 numeric
@attribute class_34.07.01_level3 numeric
@attribute class_34.07.02_level3 numeric
@attribute class_34.11.03_level3 numeric
@attribute class_34.11.09_level3 numeric
@attribute class_34.11.11_level3 numeric
@attribute class_34.11.12_level3 numeric
@attribute class_40.01.03_level3 numeric
@attribute class_40.01.05_level3 numeric
@attribute class_40.10.02_level3 numeric
@attribute class_41.01.01_level3 numeric
@attribute class_42.04.03_level3 numeric
@attribute class_42.04.05_level3 numeric
@attribute class_42.10.03_level3 numeric
@attribute class_42.10.05_level3 numeric
@attribute class_42.10.07_level3 numeric
@attribute class_43.01.03_level3 numeric

@data
0.39,0.15,0.21,-0.2,-0.18,-0.3,-0.09,-0.18,-0.15,0.1,0.04,-0.06,-0.18,-0.54,-0.07,-0.1,-0.03,0.33,-0.23,-0.32,-0.51,-0.12,-0.45,-0.49,-0.17,-0.07,0.04,-0.07,-0.34,0.29,0.38,0.1,0.44,0.77,-0.23,-0.49,-0.58,-0.17,0.66,0.04,-0.04,-0.97,-0.43,0.4,0.03,-0.12,-0.32,-0.58,-1.32,-1.79,-2.32,-2.4,-2.25,0.06,-0.76,-1.06,-0.81,-0.42,-0.06,0.43,-0.04,-0.12,-0.04,-0.17,0.08,-0.42,-0.1,-0.04,-0.14,0.32,-0.27,-0.04,-0.1,0.07,0.03,-0.22,-0.3,0.6,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.14,-0.29,-0.06,-0.07,-0.03,-0.36,0.23,-0.43,0.1,-0.07,0.01,-0.14,0.14,-0.34,-0.06,-0.14,-0.14,-0.25,-1.22,-0.54,-0.03,0.01,0.01,0.12,-0.03,0.71,0.63,0.55,0.14,0.36,0.71,0.49,-0.22,-0.18,0.04,0.26,0.34,0.24,0.14,0.08,0.08,0.31,0.39,-0.3,0.2,0.04,0.23,0.08,-0.34,-1.29,-1.89,-1.89,-2.06,1.05,-0.81,-1,-1.18,-1.84,-0.51,-0.58,-1.29,-1.03,-0.18,-1.18,0.61,-0.03,0.46,0.08,-0.4,-0.51,-0.6,-1.32,0.16,0.38,0.07,-0.14,-0.09,-0.29,-1.51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0.82,-0.29,0.93,-0.58,1.2,-0.23,0.79,-0.18,0.25,0.06,-0.34,-0.18,-0.03,-0.36,-0.04,0.54,0.43,0.42,0.03,0.25,-0.09,0.2,0.36,0.43,0.31,0.07,0.3,0.36,?,0.04,?,0.06,-0.18,0.07,0.39,0.77,0.67,0.75,0.61,?,0.44,0.4,-0.74,-0.43,0.06,-0.18,?,-0.97,-0.74,-1.06,-0.81,-1.09,-0.14,-0.38,0.04,-1.4,-1.25,0.34,0.04,-0.12,-0.69,-0.14,0.7,-0.49,-0.62,0.32,?,0.59,0.72,0.62,1.1,-0.15,0.01,0.4,-0.23,-0.42,0.39,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.58,-0.49,0.25,-0.29,-0.01,0.14,0.46,0.24,?,0.53,0.12,-0.14,-0.15,-0.47,-0.12,0.12,0.11,-0.58,-0.49,-1.22,-0.45,-0.62,-0.23,-0.54,-0.62,-0.6,-0.51,-0.51,-0.86,-0.62,-0.94,-0.76,0.1,0.54,0.64,0.1,-0.38,-0.06,0.2,0.4,-0.2,-0.18,-0.6,0.52,-0.14,-0.47,-0.15,0.01,-1.09,-1.47,-1.09,-0.86,-0.4,-0.47,0.15,0.24,?,-1.56,0.5,-0.12,0.12,0.9,0.24,0.72,-0.76,-0.64,-0.45,-0.56,0.39,0.3,0.56,0.03,-0.36,-0.49,0.03,-0.58,-0.43,0.12,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.47,-0.6,-0.6,-0.47,-0.64,-0.56,-0.38,-0.29,0.14,0.4,0.36,-0.12,-0.07,-0.23,-0.04,0.24,-0.4,0.03,0.63,0.38,-0.74,0.28,-0.01,0.07,0.29,0.74,0.58,0.72,0.39,0.52,0.62,0.44,-0.49,-0.47,-0.54,-0.09,0.15,0.08,0.11,?,0.03,0.14,0.24,0.54,0.26,-0.07,0.11,0.24,-1.74,-1.4,-1.56,-1.51,-1.47,-0.71,-0.51,-0.71,-0.89,-0.32,0.12,0.48,0.33,0.08,-0.64,-0.64,-0.64,-0.14,0.28,-0.18,-0.07,0.08,-0.71,0.93,-0.18,-0.27,-0.38,-0.81,-0.45,-0.22,-1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.27,-0.36,-0.07,0.01,0.16,-0.09,0.19,-0.01,-0.14,-0.3,-0.2,-0.47,-0.23,-0.4,-0.03,-0.36,-0.4,-0.23,0.21,-0.34,-0.2,-0.27,-0.12,-0.32,0.04,-0.03,-0.09,-0.36,-0.01,0.1,-0.01,-0.06,-0.04,-0.12,-0.07,-0.62,-0.6,-0.32,0.28,0.75,-0.36,-1.22,-0.56,?,-0.56,-0.07,-0.36,-0.49,-0.76,-1,-0.76,-0.89,-1,0.04,-0.3,-0.49,-0.81,-0.86,-0.22,0.14,0.18,-0.25,-0.2,-0.4,-0.3,-0.07,0.11,-0.15,-0.25,0.11,0.19,-0.38,-0.01,-0.06,0.16,0.23,0.77,0.86,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.25,-0.15,-0.3,-0.54,-0.09,-0.14,-0.12,-0.38,-0.14,0.12,-0.32,-0.17,0.03,-0.43,-0.42,-0.29,-0.47,-0.38,-0.42,0.37,-0.01,-0.04,-0.04,?,-0.14,0.19,-0.01,0.04,0.08,0.19,0.08,0.21,0.26,0.11,0.28,0.31,0.03,0.18,0.25,0.61,0.41,0.55,0.16,0.04,0.5,0.18,0.77,-0.29,-0.69,-1.12,-1.51,-0.4,-1.51,0.08,-0.1,-0.67,-1.32,-1.47,-0.2,-0.23,-0.27,-0.18,-0.29,-0.64,-0.42,-0.14,-0.23,-0.6,-0.58,0.19,-0.38,-0.6,-0.03,-0.42,0.01,0.03,-0.23,0.56,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28,-0.4,-0.43,-0.15,-0.32,-0.15,-0.04,0.07,-0.12,-0.25,-0.47,-0.07,-0.25,0.49,-0.47,-0.1,-0.14,?,0.76,-0.15,0.07,-0.4,-0.49,-0.47,-0.14,-0.29,-0.06,-0.22,-0.2,0.11,-0.23,-0.01,0.26,0.53,0.38,0.16,0.19,0.23,0.2,0.04,1.22,0.29,0.07,1.13,0.55,0.3,0.34,-0.22,-0.71,-0.76,-1.09,-1.06,-1.29,-0.09,-0.45,-0.43,-0.47,0.11,0.18,-0.07,0.37,-0.51,-0.4,-0.23,-0.29,0.12,0.31,-0.04,-0.47,0.41,-0.18,0.08,0.03,-0.32,-0.29,-0.3,-0.38,0.06,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,-0.69,-0.86,-0.51,-0.32,-0.07,0.21,-0.07,0.01,-0.15,0.04,-0.34,-0.1,-0.47,0.06,-0.14,-0.27,-0.2,-1.74,0.37,0.57,0.48,0.23,-0.07,-0.22,-0.6,-0.69,-0.58,-0.27,-0.49,-0.84,-0.42,-0.29,-1,-1.09,0.82,0.7,0.71,0.32,0.29,0.11,0.2,0.26,-0.49,-0.2,-0.36,-0.25,-0.1,1.3,0.43,-1.36,-1.15,-0.64,0.8,-1.89,-1.25,0.71,-0.42,0.44,-0.32,0.38,0.34,0.44,0.21,-1.12,-1.6,-0.45,-0.2,-0.29,-0.4,-1.69,-1.03,0.37,0.42,0.01,-0.18,-0.04,-0.76,-0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.51,-0.94,-0.62,-0.94,-0.92,-1.15,-0.51,-0.94,-0.51,-0.47,-0.23,-0.51,-0.4,-1.09,-0.97,-1.29,-0.86,-0.76,-0.58,-0.67,-0.18,-0.56,-0.67,-0.76,-0.51,-0.34,0.08,-0.04,-0.32,0.7,0.57,0.38,-1.25,-0.64,-0.69,-0.58,-0.71,-0.67,-0.17,-0.04,-0.23,-0.14,-0.01,1.26,0.24,0.21,0.16,-0.06,0.41,-0.14,-0.51,-0.4,?,0.91,-0.36,0.34,-0.03,-0.3,-0.45,-0.04,-0.03,-0.23,-0.56,-0.56,-0.4,-1.22,-0.42,-0.6,0.38,0.11,-0.62,0.38,-0.09,0.23,0.48,0.23,0.24,0.77,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.04,-0.17,-0.14,-0.18,-0.09,-0.42,-0.09,-0.27,-0.3,-0.4,-0.23,-0.64,-0.18,-0.79,0.1,-0.49,0.18,-0.51,0.18,0.16,-0.01,-0.29,-0.4,-0.36,-0.43,-0.22,0.14,-0.29,?,0.19,0.18,-0.07,-0.15,-0.15,0.1,0.34,0.58,0.41,0.31,0.33,0.11,0.32,0.49,-0.27,0.23,0.18,0.62,-0.54,-0.23,-0.47,-0.23,-0.64,-0.71,0.58,-0.1,-0.29,-0.2,-0.79,-0.15,-0.29,-1.18,-1.43,-0.6,-0.86,0.16,0.28,0.12,0.06,0.04,-0.09,-0.94,-1.47,-0.09,-0.04,0.28,0.21,0.42,0.3,-0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.25,-1.89,-2,-0.43,0.4,0.82,0.19,-0.6,-0.79,-1.25,-1.47,-0.54,0.36,0.58,0.53,-0.25,-0.3,-0.81,-0.4,-1.03,-0.17,-0.27,0.28,0.81,1.02,1.3,0.8,0.48,0.52,0.32,0.16,-0.32,-0.81,-0.92,1.37,1.52,0.08,-1.03,-0.71,0.95,1.69,1.06,0.18,-0.84,-0.4,0.1,0.67,-0.32,0.19,-0.01,-0.09,-0.32,-0.81,0.24,0.04,-1.03,1.27,-0.34,-0.34,-0.62,-1.06,-2.32,-0.84,-0.04,0.33,0.04,-0.22,-0.69,-0.62,-0.23,-0.84,-1.09,0.12,-0.06,0.03,-0.01,0.07,0.82,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,-0.54,-0.29,-0.25,0.11,0.28,0.06,-0.2,-0.23,-0.27,-0.29,-0.45,-0.14,-0.49,-0.18,-0.36,-0.04,0.11,0.3,-0.6,-0.47,-0.36,0.19,0.06,-0.01,0.07,-0.27,-0.22,-0.01,-0.38,-0.56,-0.32,-0.01,-0.1,-0.22,-0.06,-0.03,-0.47,-0.15,-0.23,-0.36,-0.23,-0.1,-0.47,-0.25,-0.3,-0.43,-0.34,-0.94,?,0.29,0.4,0.2,-0.79,0.65,0.89,-1.29,-1.47,-0.25,-0.84,-0.43,-0.25,-0.45,-0.23,-0.25,-0.6,-0.38,-0.06,-0.36,-0.03,0.14,-0.04,-0.07,-0.09,-0.14,-0.6,-0.3,-0.71,-0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.01,-0.49,-0.2,-0.18,0.2,0.29,0.28,-0.18,0.18,-0.2,0.15,-0.56,0.04,-0.58,0.04,-0.29,-0.04,-0.03,-0.64,-0.74,-0.76,-0.38,-0.04,-0.17,-0.34,-0.18,-0.04,-0.2,-0.34,0.07,-0.2,-0.54,0.57,0.76,0.8,0.67,0.73,0.86,0.7,0.66,0.5,0.45,0.72,-1.18,0.51,0.31,0.52,-0.36,-0.18,0.21,0.31,0.1,-0.18,-0.47,0.07,-0.42,-0.42,-0.07,-0.58,-1.03,-1.47,-1.36,-0.54,-1.18,0.33,0.04,-0.69,-0.71,-0.51,-0.38,-1,-1.03,-0.12,-0.22,-0.15,-0.34,-0.49,-0.92,-1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
