@relation R_data_frame

@attribute alpha_0 numeric
@attribute alpha_7 numeric
@attribute alpha_14 numeric
@attribute alpha_21 numeric
@attribute alpha_28 numeric
@attribute alpha_35 numeric
@attribute alpha_42 numeric
@attribute alpha_49 numeric
@attribute alpha_56 numeric
@attribute alpha_63 numeric
@attribute alpha_70 numeric
@attribute alpha_77 numeric
@attribute alpha_84 numeric
@attribute alpha_91 numeric
@attribute alpha_98 numeric
@attribute alpha_105 numeric
@attribute alpha_112 numeric
@attribute alpha_119 numeric
@attribute elu_0 numeric
@attribute elu_30 numeric
@attribute elu_60 numeric
@attribute elu_90 numeric
@attribute elu_120 numeric
@attribute elu_150 numeric
@attribute elu_180 numeric
@attribute elu_210 numeric
@attribute elu_240 numeric
@attribute elu_270 numeric
@attribute elu_300 numeric
@attribute elu_330 numeric
@attribute elu_360 numeric
@attribute elu_390 numeric
@attribute cdc15_10 numeric
@attribute cdc15_30 numeric
@attribute cdc15_50 numeric
@attribute cdc15_70 numeric
@attribute cdc15_90 numeric
@attribute cdc15_110 numeric
@attribute cdc15_130 numeric
@attribute cdc15_150 numeric
@attribute cdc15_170 numeric
@attribute cdc15_190 numeric
@attribute cdc15_210 numeric
@attribute cdc15_230 numeric
@attribute cdc15_250 numeric
@attribute cdc15_270 numeric
@attribute cdc15_290 numeric
@attribute spo_0 numeric
@attribute spo_2 numeric
@attribute spo_5 numeric
@attribute spo_7 numeric
@attribute spo_9 numeric
@attribute spo_11 numeric
@attribute spo5_2 numeric
@attribute spo5_7 numeric
@attribute spo5_11 numeric
@attribute spo__early numeric
@attribute spo__mid numeric
@attribute heat_0 numeric
@attribute heat_10 numeric
@attribute heat_20 numeric
@attribute heat_40 numeric
@attribute heat_80 numeric
@attribute heat_160 numeric
@attribute dtt_15 numeric
@attribute dtt_30 numeric
@attribute dtt_60 numeric
@attribute dtt_120 numeric
@attribute cold_0 numeric
@attribute cold_20 numeric
@attribute cold_40 numeric
@attribute cold_160 numeric
@attribute diau_540 numeric
@attribute diau_660 numeric
@attribute diau_780 numeric
@attribute diau_900 numeric
@attribute diau_1020 numeric
@attribute diau_1140 numeric
@attribute diau_1260 numeric
@attribute class_01.01.03_level3 numeric
@attribute class_01.01.05_level3 numeric
@attribute class_01.01.06_level3 numeric
@attribute class_01.01.09_level3 numeric
@attribute class_01.01.11_level3 numeric
@attribute class_01.01.13_level3 numeric
@attribute class_01.02.02_level3 numeric
@attribute class_01.02.03_level3 numeric
@attribute class_01.02.07_level3 numeric
@attribute class_01.03.01_level3 numeric
@attribute class_01.03.04_level3 numeric
@attribute class_01.03.07_level3 numeric
@attribute class_01.03.10_level3 numeric
@attribute class_01.03.13_level3 numeric
@attribute class_01.03.16_level3 numeric
@attribute class_01.04.04_level3 numeric
@attribute class_01.05.02_level3 numeric
@attribute class_01.05.03_level3 numeric
@attribute class_01.05.05_level3 numeric
@attribute class_01.05.06_level3 numeric
@attribute class_01.05.09_level3 numeric
@attribute class_01.05.11_level3 numeric
@attribute class_01.05.13_level3 numeric
@attribute class_01.05.25_level3 numeric
@attribute class_01.06.02_level3 numeric
@attribute class_01.06.05_level3 numeric
@attribute class_01.06.06_level3 numeric
@attribute class_01.06.10_level3 numeric
@attribute class_01.07.01_level3 numeric
@attribute class_01.07.03_level3 numeric
@attribute class_01.07.04_level3 numeric
@attribute class_01.07.07_level3 numeric
@attribute class_01.20.05_level3 numeric
@attribute class_01.20.15_level3 numeric
@attribute class_01.20.17_level3 numeric
@attribute class_01.20.19_level3 numeric
@attribute class_01.20.31_level3 numeric
@attribute class_01.20.37_level3 numeric
@attribute class_02.01.03_level3 numeric
@attribute class_02.07.01_level3 numeric
@attribute class_02.11.05_level3 numeric
@attribute class_02.13.01_level3 numeric
@attribute class_02.13.03_level3 numeric
@attribute class_02.16.01_level3 numeric
@attribute class_02.16.03_level3 numeric
@attribute class_02.16.11_level3 numeric
@attribute class_02.16.13_level3 numeric
@attribute class_02.45.11_level3 numeric
@attribute class_02.45.15_level3 numeric
@attribute class_10.01.02_level3 numeric
@attribute class_10.01.03_level3 numeric
@attribute class_10.01.05_level3 numeric
@attribute class_10.01.09_level3 numeric
@attribute class_10.01.11_level3 numeric
@attribute class_10.03.01_level3 numeric
@attribute class_10.03.02_level3 numeric
@attribute class_10.03.03_level3 numeric
@attribute class_10.03.04_level3 numeric
@attribute class_10.03.05_level3 numeric
@attribute class_11.02.01_level3 numeric
@attribute class_11.02.02_level3 numeric
@attribute class_11.02.03_level3 numeric
@attribute class_11.04.01_level3 numeric
@attribute class_11.04.02_level3 numeric
@attribute class_11.04.03_level3 numeric
@attribute class_11.06.01_level3 numeric
@attribute class_11.06.02_level3 numeric
@attribute class_11.06.03_level3 numeric
@attribute class_12.01.01_level3 numeric
@attribute class_12.04.01_level3 numeric
@attribute class_12.04.02_level3 numeric
@attribute class_12.04.03_level3 numeric
@attribute class_14.07.01_level3 numeric
@attribute class_14.07.02_level3 numeric
@attribute class_14.07.03_level3 numeric
@attribute class_14.07.04_level3 numeric
@attribute class_14.07.05_level3 numeric
@attribute class_14.07.07_level3 numeric
@attribute class_14.07.09_level3 numeric
@attribute class_14.07.11_level3 numeric
@attribute class_14.13.01_level3 numeric
@attribute class_14.13.04_level3 numeric
@attribute class_16.03.01_level3 numeric
@attribute class_16.03.03_level3 numeric
@attribute class_16.13.01_level3 numeric
@attribute class_16.13.03_level3 numeric
@attribute class_16.17.07_level3 numeric
@attribute class_16.17.09_level3 numeric
@attribute class_16.19.03_level3 numeric
@attribute class_16.19.05_level3 numeric
@attribute class_16.21.05_level3 numeric
@attribute class_16.21.07_level3 numeric
@attribute class_16.21.08_level3 numeric
@attribute class_16.21.11_level3 numeric
@attribute class_16.21.15_level3 numeric
@attribute class_16.21.17_level3 numeric
@attribute class_18.01.01_level3 numeric
@attribute class_18.01.07_level3 numeric
@attribute class_18.02.01_level3 numeric
@attribute class_18.02.03_level3 numeric
@attribute class_18.02.05_level3 numeric
@attribute class_18.02.09_level3 numeric
@attribute class_20.01.01_level3 numeric
@attribute class_20.01.03_level3 numeric
@attribute class_20.01.07_level3 numeric
@attribute class_20.01.09_level3 numeric
@attribute class_20.01.10_level3 numeric
@attribute class_20.01.11_level3 numeric
@attribute class_20.01.13_level3 numeric
@attribute class_20.01.15_level3 numeric
@attribute class_20.01.17_level3 numeric
@attribute class_20.01.21_level3 numeric
@attribute class_20.01.23_level3 numeric
@attribute class_20.01.25_level3 numeric
@attribute class_20.01.26_level3 numeric
@attribute class_20.01.27_level3 numeric
@attribute class_20.03.01_level3 numeric
@attribute class_20.03.02_level3 numeric
@attribute class_20.03.22_level3 numeric
@attribute class_20.03.25_level3 numeric
@attribute class_20.09.01_level3 numeric
@attribute class_20.09.03_level3 numeric
@attribute class_20.09.04_level3 numeric
@attribute class_20.09.05_level3 numeric
@attribute class_20.09.07_level3 numeric
@attribute class_20.09.13_level3 numeric
@attribute class_20.09.14_level3 numeric
@attribute class_20.09.16_level3 numeric
@attribute class_20.09.18_level3 numeric
@attribute class_30.01.05_level3 numeric
@attribute class_30.01.09_level3 numeric
@attribute class_30.05.01_level3 numeric
@attribute class_30.05.02_level3 numeric
@attribute class_32.01.01_level3 numeric
@attribute class_32.01.03_level3 numeric
@attribute class_32.01.04_level3 numeric
@attribute class_32.01.05_level3 numeric
@attribute class_32.01.06_level3 numeric
@attribute class_32.01.07_level3 numeric
@attribute class_32.01.09_level3 numeric
@attribute class_32.01.11_level3 numeric
@attribute class_32.01.13_level3 numeric
@attribute class_32.05.01_level3 numeric
@attribute class_32.05.05_level3 numeric
@attribute class_32.07.01_level3 numeric
@attribute class_32.07.03_level3 numeric
@attribute class_32.07.07_level3 numeric
@attribute class_34.01.01_level3 numeric
@attribute class_34.01.03_level3 numeric
@attribute class_34.07.01_level3 numeric
@attribute class_34.07.02_level3 numeric
@attribute class_34.11.03_level3 numeric
@attribute class_34.11.09_level3 numeric
@attribute class_34.11.11_level3 numeric
@attribute class_34.11.12_level3 numeric
@attribute class_40.01.03_level3 numeric
@attribute class_40.01.05_level3 numeric
@attribute class_40.10.02_level3 numeric
@attribute class_41.01.01_level3 numeric
@attribute class_42.04.03_level3 numeric
@attribute class_42.04.05_level3 numeric
@attribute class_42.10.03_level3 numeric
@attribute class_42.10.05_level3 numeric
@attribute class_42.10.07_level3 numeric
@attribute class_43.01.03_level3 numeric

@data
0.15,-0.2,-0.36,-0.17,-0.01,-0.1,0.54,0.16,0.38,0.62,-0.17,0.26,0.01,-0.22,-0.06,0.6,0.19,0.26,-1.09,0.54,-0.1,0.29,0.33,0.39,0.5,0.25,0.31,0.7,0.14,0.33,-0.18,0.38,-0.4,-0.84,-0.47,0.07,-0.32,-0.56,-0.2,0.1,-0.04,?,-0.09,0.25,-0.22,-0.25,-0.32,0.03,-0.84,-1.64,-2.84,-2.47,-2.4,0.46,-0.51,0.3,-2.18,-2.12,0.65,0.66,0.08,0.86,0.54,-0.1,-0.4,-2,0.19,0.36,0.46,0.14,-0.12,0.38,0.11,-0.01,0.55,-0.58,-0.74,-1.25,-2.56,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.56,0.54,0.21,0.52,0.34,0.56,0.16,0.44,?,-0.01,0.08,0.15,0.1,0.1,0.23,0.26,0.45,0.1,0.71,-0.29,-0.17,-0.42,-0.45,-0.38,-0.23,-0.4,-0.2,-0.34,-0.17,0.03,-0.29,-0.22,-0.29,-0.38,-0.07,0.18,-0.12,-0.18,-0.27,-0.22,?,-0.15,-0.51,-0.09,?,-0.1,0.04,-0.4,-0.86,-1.15,-1.22,-1.09,-1.12,0.26,-0.42,-0.03,-0.74,-0.97,0.03,0.41,-0.1,-0.18,0.03,-0.06,-0.62,-0.12,-0.01,0.04,-0.1,0.21,0.44,0.28,0.28,0.25,0.38,0.15,-0.07,0.7,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.01,-0.15,-0.04,?,-0.03,0.04,-0.15,-0.14,-0.03,-0.38,0.01,-0.2,-0.06,-0.27,-0.01,0.04,-0.23,-0.38,0.45,0.41,0.63,0.4,0.1,0.2,0.16,0.41,0.19,-0.03,0.18,0.42,0.39,0.31,-0.43,-0.67,-0.36,-0.01,-0.36,?,0.1,0.2,0.32,0.18,0.04,-0.23,0.52,0.33,0.76,0.06,-0.81,-2.47,-2.74,-2.06,-1.6,2.03,-0.79,0.64,-1.43,-3.47,-0.34,-0.54,-0.42,-0.29,-0.4,0.52,0.7,0.37,0.85,0.7,-0.23,-0.18,-0.4,-0.25,0.44,0.38,0.67,0.14,-0.03,0.21,-0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.09,-0.58,-0.23,-0.2,-0.12,-0.42,0.11,0.14,0.12,0.24,-0.12,0.04,-0.09,0.11,0.19,0.31,0.03,0.45,-0.49,-0.2,0.2,0.88,0.53,0.15,0.58,0.07,0.36,0.19,-0.71,-0.2,0.33,0.34,-0.79,-0.71,-0.67,-0.27,0.26,0.19,0.29,0.28,0.1,0.04,0.25,0.12,-0.09,-0.14,-0.15,-0.06,-1.69,-2.32,-2.4,-0.81,-1.6,0.73,-0.54,-0.09,-2.56,-4.32,0.3,0.18,-0.69,-0.84,-0.6,-0.86,-0.14,-0.76,0.51,0.01,0.3,-0.12,0.11,-0.42,0.1,0.19,0.29,-0.36,-0.4,-1.32,-2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37,-0.01,-0.04,?,-0.1,-0.04,0.07,-0.06,0.07,-0.01,0.18,0.04,0.07,-0.34,0.07,0.15,-0.3,-0.1,-0.89,-0.51,-0.36,-0.36,-0.25,-0.09,0.08,?,0.38,0.04,0.15,0.41,0.12,-0.14,0.1,-0.3,-0.38,-0.06,0.4,0.97,1.12,1.14,1.02,0.76,0.9,1.39,1.51,1.24,1.41,-0.1,-0.97,-1.06,-1.36,-1.12,-1.25,-0.36,-0.67,-0.23,-1.36,-0.86,0.97,0.2,0.34,0.3,-0.23,?,-0.22,-0.56,0.04,-0.69,-0.06,-0.17,0.06,-0.29,0.01,0.08,0.07,0.07,-0.06,0.42,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,-0.42,-0.09,-0.34,0.2,-0.06,0.14,-0.23,-0.17,-0.38,-0.07,-0.3,-0.12,-0.3,-0.01,-0.23,0.14,-0.23,-0.2,-0.51,-0.4,-0.32,-0.23,-0.4,-0.56,-0.45,-0.12,-0.23,-0.34,-0.18,-0.27,-0.43,0.21,0.01,-0.04,-0.06,0.12,0.06,0.18,0.06,-0.04,-0.04,-1.06,0.1,0.25,0.15,0.14,-0.29,-0.6,-0.84,-0.81,-0.64,-0.51,0.25,-0.3,-0.07,-0.79,-1.06,-0.51,-0.42,-0.34,-0.12,0.75,-0.74,-0.2,-0.45,-0.4,-0.76,-0.25,-0.01,-0.45,0.3,?,-0.29,-0.12,-0.25,-0.14,-0.29,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.09,-1.06,-1.09,-0.29,0.16,0.25,0.68,0.18,0.34,-0.58,-0.64,-0.49,0.01,0.33,0.46,0.6,0.11,0.06,-1.79,-1.74,-1.51,-0.62,-0.42,0.4,0.73,0.82,0.87,0.93,0.58,0.7,0.29,0.33,-1.74,-0.86,0.37,1.39,1.4,0.59,-0.56,0.51,0.83,1.01,0.75,-0.07,-0.58,-0.42,-0.03,-0.06,-0.32,-1.32,-1.64,-1.79,-1.64,0.7,-0.3,-0.06,-0.84,-2.25,0.48,-0.32,-0.17,0.73,0.6,0.53,-0.07,-0.67,0.77,0.6,0.29,0.14,0.2,0.8,0.14,0.4,0.8,0.11,-0.01,-0.17,-0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.03,-0.1,-0.45,-0.42,-0.43,-0.3,-0.47,-0.22,-0.09,0.23,0.12,-0.01,?,-0.62,-0.47,-0.01,-0.56,-0.07,0.08,0.37,-0.27,0.33,0.1,0.04,0.01,-0.06,-0.04,0.19,-0.22,0.1,0.03,0.61,0.15,0.21,0.03,-0.06,-0.6,0.18,-0.38,0.77,0.14,-0.06,0.08,0.51,-0.51,-0.49,-0.54,0.08,-0.49,-0.25,-0.74,-0.56,-0.54,-0.23,-0.54,-0.18,-0.43,-0.71,0.54,0.23,0.03,0.16,-0.03,0.31,-0.49,-0.71,-0.22,-0.25,-0.56,-0.17,0.31,0.32,-0.03,0.11,-0.6,-0.49,-0.62,-0.22,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.14,-0.34,-0.23,0.07,-0.43,-0.43,-0.4,-0.56,-0.36,0.04,-0.22,-0.32,0.14,-0.56,-0.47,-0.43,-0.29,-0.47,-0.04,-0.56,-0.49,-0.27,-0.43,-0.51,-0.47,-0.38,-0.18,-0.49,-0.43,-0.17,-0.2,0.12,-0.79,0.06,-0.06,0.43,-0.17,0.12,-0.01,0.26,-0.4,-0.22,-0.14,-0.17,0.42,0.15,0.45,-0.06,-0.1,-0.14,-0.27,-0.12,-0.04,0.01,0.16,-0.09,-0.01,-0.2,-0.25,0.12,-0.1,0.28,-0.27,?,-0.25,-0.25,-0.38,-0.43,-0.54,0.41,-0.42,-0.27,0.11,0.16,0.1,?,-0.04,-0.32,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.27,-0.34,-0.54,-0.51,-0.6,-0.12,-0.42,-0.25,-0.12,0.12,-0.15,-0.1,-0.23,-0.56,-0.74,-0.54,-0.45,-0.09,0.45,-0.06,-0.43,-0.49,-0.27,-0.06,-0.58,0.11,-0.15,-0.18,-0.09,-0.12,-0.07,-0.06,0.38,0.42,-0.06,0.04,-0.01,0.31,0.1,-0.04,0.58,-0.07,0.1,1.16,0.06,-0.1,0.15,-0.32,-0.47,-0.71,-0.69,-0.42,-0.36,0.42,-0.1,-0.22,-0.71,-1,-0.09,-0.64,-0.3,-0.76,-0.6,-0.45,-0.12,0.7,-0.18,-0.18,-0.64,0.07,-0.86,-1.06,-0.09,-0.17,-0.01,-0.12,-0.29,0.67,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.01,-0.07,-0.18,-0.25,?,-0.32,-0.12,-0.3,-0.01,0.2,-0.18,-0.29,0.06,-0.49,-0.17,-0.23,-0.12,-0.07,0.23,-0.45,-0.09,-0.47,-0.15,-0.22,-0.47,-0.01,-0.15,?,0.11,-0.07,-0.04,-0.23,0.54,0.56,0.51,-0.15,-0.06,0.04,0.15,0.03,-0.03,-0.15,0.03,-0.12,0.34,-1.15,0.31,-0.22,-0.22,-0.4,-0.56,-0.47,-0.6,0.43,-0.06,-0.38,-0.22,-0.12,-0.23,-0.76,-0.43,-1.36,-0.76,-1.06,-0.45,0.68,-0.23,-0.51,-0.67,0.16,-0.49,-0.25,-0.04,-0.18,0.04,-0.15,-0.18,0.25,-0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.22,-0.6,-0.58,-0.64,-0.18,-0.56,-0.03,-0.32,-0.17,-0.07,-0.43,-0.27,-0.2,-0.32,-0.43,-0.3,-0.03,-0.01,-0.49,-0.32,-0.43,-0.07,0.06,-0.14,-0.36,0.07,-0.07,-0.06,-0.49,-0.17,-0.09,-0.12,0.24,0.1,0.12,-0.04,0.31,0.34,0.06,0.06,0.2,0.01,0.06,-0.42,-0.1,-0.22,-0.1,?,-0.22,0.2,0.4,0.4,0.46,-0.43,-0.49,-0.15,?,0.64,-0.54,-0.64,-0.03,-0.4,-0.29,-0.81,-0.43,-0.43,-0.54,-0.81,-0.18,0.16,-0.76,-0.79,-0.22,0.03,0.24,-0.15,-0.18,-0.43,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
?,-0.51,-0.14,-0.12,0.14,0.23,0.19,-0.07,0.01,-0.2,0.18,-0.29,0.12,-0.2,0.18,-0.27,0.21,-0.14,-0.81,-0.56,-0.49,-0.34,-0.06,-0.1,-0.29,-0.03,-0.23,-0.3,-0.23,-0.03,-0.36,0.01,-0.14,-0.07,0.07,-0.01,0.03,-0.04,0.04,0.01,-0.18,-0.14,0.06,-0.94,-0.27,-0.34,-0.17,-0.32,1.37,0.36,0.39,0.23,-0.1,0.48,-0.22,-0.67,0.71,?,-0.23,-1.06,-0.62,-0.29,-0.58,-0.04,-0.29,-0.6,-0.74,-1.56,0.03,0.18,-0.4,-0.22,0.01,-0.1,0.67,-0.56,-0.43,-1.25,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.6,-1.15,-1.36,-1.03,-0.3,0.49,0.33,-0.04,-0.38,-0.84,-0.94,-1.12,-0.32,-0.42,0.34,-0.1,0.2,-0.04,0.15,-0.64,-0.71,-1.22,-0.79,-0.07,0.11,0.62,0.16,0.06,0.11,0.21,?,-0.42,-0.04,-0.12,-0.07,-0.62,-0.6,-0.32,0.28,0.75,-0.36,-1.22,-0.56,?,-0.56,-0.07,-0.36,-0.51,0.34,0.71,1.37,0.88,0.82,-0.71,0.32,-0.18,1.02,0.7,-0.23,-0.6,-0.89,-0.97,-0.36,-0.25,-0.01,-0.36,-0.18,-0.2,-0.27,-0.18,-0.45,-0.76,-0.3,-0.56,-0.17,-0.51,-0.3,-0.86,-0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
